Montgomery,
Juneau,
Phoenix,2471390
Little Rock,2440351
Sacramento,2486340
Denver,2391279
Hartford,
Dover
Tallahassee
Atlanta,2357024
Honolulu,2423945
Boise,2366355
Springfield
Indianapolis,2427032
Des Moines,2391446 
Topeka 
Frankfort 
Baton Rouge 
Augusta 
Annapolis 
Boston,2367105 
Lansing 
Saint Paul 
Jackson,2428184 
Jefferson City 
Helena 
Lincoln 
Carson City 
Concord 
Trenton 
Santa Fe,2488867 
Albany 
Raleigh,2478307 
Bismarck 
Columbus,2383660 
Oklahoma City,2464592 
Salem 
Harrisburg 
Providence,2477058 
Columbia,2383552 
Pierre 
Nashville,2457170 
Austin,2357536 
Salt Lake City,2487610
Montpelier 
Richmond,2480894 
Olympia 
Charleston,2378319 
Madison 
Cheyenne,2379552 
